ts,open,high,low,close,volume,volume_ccy,quote_asset_volume,confirm,close_time,num_trades,taker_buy_base,taker_buy_quote,ignore
2025-10-01 00:00:00+00:00,0.21495,0.22436,0.21017,0.22426,1321944.6,132194460,28897010.339,1,1759363199999,,,,
2025-10-02 00:00:00+00:00,0.22425,0.23027,0.22137,0.22736,1143245.9,114324590,25901778.7633,1,1759449599999,,,,
2025-10-03 00:00:00+00:00,0.22738,0.22981,0.22005,0.2253,1139381.7,113938170,25600856.3893,1,1759535999999,,,,
2025-10-04 00:00:00+00:00,0.22532,0.22616,0.21477,0.21696,756941.7,75694170,16608396.7449,1,1759622399999,,,,
2025-10-05 00:00:00+00:00,0.21695,0.22665,0.21415,0.21624,1182186.1,118218610,26060529.9891,1,1759708799999,,,,
2025-10-06 00:00:00+00:00,0.21625,0.23382,0.21501,0.23019,1508322.5,150832250,34163849.857,1,1759795199999,,,,
2025-10-07 00:00:00+00:00,0.2302,0.23112,0.21604,0.21803,1360724.8,136072480,30284801.5169,1,1759881599999,,,,
2025-10-08 00:00:00+00:00,0.21802,0.22224,0.21515,0.21953,985186.8,98518680,21539085.083,1,1759967999999,,,,
2025-10-09 00:00:00+00:00,0.21954,0.21988,0.20858,0.2128,1390089.2,139008920,29633818.8367,1,1760054399999,,,,
2025-10-10 00:00:00+00:00,0.2128,0.21675,0.07944,0.16359,8087918.7,808791870,135692656.8488,1,1760140799999,,,,
2025-10-11 00:00:00+00:00,0.16361,0.17689,0.16025,0.16795,2997838.0,299783800,50494001.6578,1,1760227199999,,,,
2025-10-12 00:00:00+00:00,0.16792,0.18818,0.16451,0.18508,2634702.6,263470260,46614232.0671,1,1760313599999,,,,
2025-10-13 00:00:00+00:00,0.18508,0.1954,0.18233,0.19419,2747140.3,274714030,51676383.9587,1,1760399999999,,,,
2025-10-14 00:00:00+00:00,0.1942,0.19493,0.17571,0.19009,2738945.1,273894510,50360283.1703,1,1760486399999,,,,
2025-10-15 00:00:00+00:00,0.19005,0.19171,0.17721,0.17887,1720723.8,172072380,31765785.5838,1,1760572799999,,,,
2025-10-16 00:00:00+00:00,0.17888,0.18505,0.1686,0.17081,2526542.7,252654270,44749958.5334,1,1760659199999,,,,
2025-10-17 00:00:00+00:00,0.1708,0.1737,0.15541,0.16247,2853064.8,285306480,46213891.6609,1,1760745599999,,,,
2025-10-18 00:00:00+00:00,0.16247,0.16762,0.16218,0.16576,916337.0,91633700,15119652.4472,1,1760831999999,,,,
2025-10-19 00:00:00+00:00,0.16576,0.17343,0.16234,0.17038,1928851.1,192885110,32441537.7721,1,1760918399999,,,,
2025-10-20 00:00:00+00:00,0.17037,0.18087,0.1667,0.17545,1438063.2,143806320,25217554.9804,1,1761004799999,,,,
2025-10-21 00:00:00+00:00,0.17543,0.18183,0.1685,0.17029,2005195.2,200519520,35026336.3343,1,1761091199999,,,,
2025-10-22 00:00:00+00:00,0.17027,0.17216,0.16118,0.16594,2279436.2,227943620,38302806.2425,1,1761177599999,,,,
2025-10-23 00:00:00+00:00,0.16593,0.17012,0.16271,0.16495,1651754.6,165175460,27454475.7877,1,1761263999999,,,,
2025-10-24 00:00:00+00:00,0.16496,0.17264,0.16408,0.17069,1229916.9,122991690,20746573.1946,1,1761350399999,,,,
2025-10-25 00:00:00+00:00,0.17069,0.17381,0.16841,0.17239,599546.7,59954670,10255571.7613,1,1761436799999,,,,
2025-10-26 00:00:00+00:00,0.17238,0.18131,0.17066,0.17983,927178.4,92717840,16427348.7457,1,1761523199999,,,,
2025-10-27 00:00:00+00:00,0.17982,0.18472,0.17623,0.18464,1337983.7,133798370,24197263.2404,1,1761609599999,,,,
2025-10-28 00:00:00+00:00,0.18463,0.21962,0.18376,0.19434,14315202.5,1431520250,292137950.6324,1,1761695999999,,,,
2025-10-29 00:00:00+00:00,0.19432,0.20658,0.19223,0.20086,4625171.2,462517120,92004702.5458,1,1761782399999,,,,
2025-10-30 00:00:00+00:00,0.20087,0.21084,0.18921,0.19635,5022706.3,502270630,100359384.2994,1,1761868799999,,,,
2025-10-31 00:00:00+00:00,0.19636,0.20395,0.19003,0.20079,3351351.5,335135150,65489974.0999,1,1761955199999,,,,
2025-11-01 00:00:00+00:00,0.20078,0.20474,0.19561,0.19621,1526370.7,152637070,30554928.8692,1,1762041599999,,,,
2025-11-02 00:00:00+00:00,0.19621,0.19792,0.19032,0.19439,1453036.3,145303630,28258951.1626,1,1762127999999,,,,
2025-11-03 00:00:00+00:00,0.1944,0.19539,0.16641,0.17514,4559369.3,455936930,82036379.2026,1,1762214399999,,,,
2025-11-04 00:00:00+00:00,0.17515,0.17912,0.15863,0.16842,5109100.7,510910070,86627296.2297,1,1762300799999,,,,
2025-11-05 00:00:00+00:00,0.16842,0.17667,0.16017,0.17504,2872398.8,287239880,48991406.788,1,1762387199999,,,,
2025-11-06 00:00:00+00:00,0.17503,0.17533,0.16079,0.16308,2245568.2,224556820,37618312.1947,1,1762473599999,,,,
2025-11-07 00:00:00+00:00,0.16308,0.18107,0.15937,0.17701,3145974.4,314597440,53140451.6801,1,1762559999999,,,,
2025-11-08 00:00:00+00:00,0.17701,0.1802,0.17139,0.17555,1653293.9,165329390,29023863.1197,1,1762646399999,,,,
2025-11-09 00:00:00+00:00,0.17556,0.1785,0.16826,0.17647,1384934.1,138493410,23886742.2772,1,1762732799999,,,,
2025-11-10 00:00:00+00:00,0.17648,0.19862,0.1753,0.19376,3245550.3,324555030,61722560.3258,1,1762819199999,,,,
2025-11-11 00:00:00+00:00,0.19378,0.19678,0.17703,0.17758,1608901.7,160890170,30154139.3989,1,1762905599999,,,,
2025-11-12 00:00:00+00:00,0.17759,0.18629,0.17272,0.17391,1765202.0,176520200,31605014.2494,1,1762991999999,,,,
2025-11-13 00:00:00+00:00,0.17391,0.1808,0.16124,0.16466,2536412.9,253641290,43873511.9444,1,1763078399999,,,,
2025-11-14 00:00:00+00:00,0.16466,0.16521,0.15058,0.15281,2463370.4,246337040,39126452.4101,1,1763164799999,,,,
2025-11-15 00:00:00+00:00,0.15282,0.15855,0.15271,0.15472,1037161.6,103716160,16195874.7474,1,1763251199999,,,,
2025-11-16 00:00:00+00:00,0.15472,0.15568,0.14486,0.14654,1782925.2,178292520,26786697.8033,1,1763337599999,,,,
2025-11-17 00:00:00+00:00,0.14655,0.15423,0.14188,0.14575,2101282.4,210128240,31055020.7274,1,1763423999999,,,,
2025-11-18 00:00:00+00:00,0.14576,0.15231,0.14254,0.15052,1794605.8,179460580,26328801.4923,1,1763510399999,,,,
2025-11-19 00:00:00+00:00,0.15052,0.15186,0.138,0.14478,1837883.2,183788320,26541829.5281,1,1763596799999,,,,
2025-11-20 00:00:00+00:00,0.14479,0.14793,0.13424,0.13644,1669523.9,166952390,23588932.3507,1,1763683199999,,,,
2025-11-21 00:00:00+00:00,0.13643,0.13834,0.12241,0.13073,3887593.2,388759320,50694295.0411,1,1763769599999,,,,
2025-11-22 00:00:00+00:00,0.13074,0.13334,0.12626,0.13162,1400388.8,140038880,18079620.2269,1,1763855999999,,,,
2025-11-23 00:00:00+00:00,0.13162,0.15543,0.13112,0.14787,3008054.1,300805410,43438429.7153,1,1763942399999,,,,
2025-11-24 00:00:00+00:00,0.14788,0.15205,0.14062,0.14835,2947733.9,294773390,43130439.0115,1,1764028799999,,,,
2025-11-25 00:00:00+00:00,0.14835,0.14909,0.13969,0.14487,1497178.5,149717850,21581261.9394,1,1764115199999,,,,
2025-11-26 00:00:00+00:00,0.14487,0.15037,0.14137,0.14779,1393161.5,139316150,20275970.742,1,1764201599999,,,,
2025-11-27 00:00:00+00:00,0.14779,0.14936,0.14409,0.14697,1139460.4,113946040,16769028.7038,1,1764287999999,,,,
2025-11-28 00:00:00+00:00,0.14698,0.15073,0.14381,0.14525,1083701.1,108370110,15915926.0327,1,1764374399999,,,,
2025-11-29 00:00:00+00:00,0.14526,0.14614,0.14218,0.14309,635900.9,63590090,9141604.9422,1,1764460799999,,,,
2025-11-30 00:00:00+00:00,0.14308,0.14643,0.1408,0.14119,861075.1,86107510,12356360.0689,1,1764547199999,,,,
2025-12-01 00:00:00+00:00,0.14117,0.14164,0.12991,0.13316,1962315.8,196231580,26241245.5905,1,1764633599999,,,,
2025-12-02 00:00:00+00:00,0.13316,0.14656,0.1308,0.1446,1506043.7,150604370,20869922.5033,1,1764719999999,,,,
2025-12-03 00:00:00+00:00,0.14461,0.15009,0.14231,0.14591,1275852.0,127585200,18615173.598,1,1764806399999,,,,
2025-12-04 00:00:00+00:00,0.14592,0.14649,0.13743,0.13925,1166501.9,116650190,16486722.275,1,1764892799999,,,,
2025-12-05 00:00:00+00:00,0.13925,0.14002,0.1324,0.13381,1304773.5,130477350,17739228.6493,1,1764979199999,,,,
2025-12-06 00:00:00+00:00,0.13382,0.13441,0.13237,0.13389,571385.3,57138530,7616333.0033,1,1765065599999,,,,
2025-12-07 00:00:00+00:00,0.13389,0.13592,0.12737,0.13089,1507439.0,150743900,19910247.0614,1,1765151999999,,,,
2025-12-08 00:00:00+00:00,0.13092,0.13726,0.13035,0.13445,989575.0,98957500,13307136.8765,1,1765238399999,,,,
2025-12-09 00:00:00+00:00,0.13445,0.14317,0.13228,0.13887,1208172.5,120817250,16627219.3249,1,1765324799999,,,,
2025-12-10 00:00:00+00:00,0.13887,0.14195,0.13448,0.13463,1088818.5,108881850,14957649.5151,1,1765411199999,,,,
2025-12-11 00:00:00+00:00,0.13463,0.13484,0.12829,0.12978,1002439.4,100243940,13048393.6527,1,1765497599999,,,,
2025-12-12 00:00:00+00:00,0.12979,0.1315,0.12309,0.12382,932305.4,93230540,11835832.8687,1,1765583999999,,,,
2025-12-13 00:00:00+00:00,0.12382,0.12623,0.12113,0.12287,793478.5,79347850,9793139.0509,1,1765670399999,,,,
2025-12-14 00:00:00+00:00,0.12287,0.12437,0.11706,0.11809,774279.5,77427950,9346821.3118,1,1765756799999,,,,
2025-12-15 00:00:00+00:00,0.1181,0.12168,0.11123,0.11409,1067383.3,106738330,12384126.4687,1,1765843199999,,,,
2025-12-16 00:00:00+00:00,0.1141,0.11688,0.11166,0.11451,952195.0,95219500,10891945.2667,1,1765929599999,,,,
2025-12-17 00:00:00+00:00,0.11451,0.11736,0.10834,0.10984,1107285.1,110728510,12436455.0499,1,1766015999999,,,,
2025-12-18 00:00:00+00:00,0.10982,0.11419,0.10398,0.10482,1439388.2,143938820,15654929.888,1,1766102399999,,,,
2025-12-19 00:00:00+00:00,0.10483,0.11361,0.10286,0.11186,1323374.7,132337470,14407288.5242,1,1766188799999,,,,
2025-12-20 00:00:00+00:00,0.11186,0.11462,0.11064,0.11367,552014.0,55201400,6210246.8808,1,1766275199999,,,,
2025-12-21 00:00:00+00:00,0.11367,0.11389,0.10921,0.11186,538402.4,53840240,6010710.1603,1,1766361599999,,,,
2025-12-22 00:00:00+00:00,0.11187,0.11677,0.11048,0.11402,674983.2,67498320,7673110.2382,1,1766447999999,,,,
2025-12-23 00:00:00+00:00,0.11403,0.1147,0.10904,0.11033,612345.2,61234520,6803543.1794,1,1766534399999,,,,
2025-12-24 00:00:00+00:00,0.11035,0.11117,0.10811,0.10925,540548.5,54054850,5916099.0446,1,1766620799999,,,,
2025-12-25 00:00:00+00:00,0.10925,0.11296,0.10832,0.10879,571372.2,57137220,6345023.366,1,1766707199999,,,,
2025-12-26 00:00:00+00:00,0.10878,0.11718,0.10827,0.11155,1002473.6,100247360,11352586.2561,1,1766793599999,,,,
2025-12-27 00:00:00+00:00,0.11156,0.11576,0.11109,0.11522,416340.2,41634020,4706330.3478,1,1766879999999,,,,
2025-12-28 00:00:00+00:00,0.11521,0.11666,0.11353,0.11538,420842.0,42084200,4855757.875,1,1766966399999,,,,
2025-12-29 00:00:00+00:00,0.11538,0.11898,0.11251,0.11276,987606.5,98760650,11388572.2009,1,1767052799999,,,,
2025-12-30 00:00:00+00:00,0.11275,0.11345,0.1102,0.11164,553622.6,55362260,6196336.8493,1,1767139199999,,,,
2025-12-31 00:00:00+00:00,0.11164,0.11195,0.1057,0.10626,764213.4,76421340,8346852.6147,1,1767225599999,,,,
2026-01-01 00:00:00+00:00,0.10626,0.1144,0.10626,0.11427,803299.6,80329960,8814783.0019,1,1767311999999,,,,
2026-01-02 00:00:00+00:00,0.11428,0.12229,0.11304,0.12155,1250874.2,125087420,14805757.8018,1,1767398399999,,,,
2026-01-03 00:00:00+00:00,0.12155,0.12226,0.11709,0.12074,544027.5,54402750,6529335.5178,1,1767484799999,,,,
2026-01-04 00:00:00+00:00,0.12074,0.12882,0.12016,0.12535,900489.6,90048960,11155546.8533,1,1767571199999,,,,
2026-01-05 00:00:00+00:00,0.12536,0.1325,0.12357,0.1316,1232299.1,123229910,15652828.3768,1,1767657599999,,,,
2026-01-06 00:00:00+00:00,0.1316,0.13489,0.12415,0.12886,1582490.6,158249060,20575848.6206,1,1767743999999,,,,
2026-01-07 00:00:00+00:00,0.12887,0.12957,0.12216,0.12354,1158815.5,115881550,14549406.8447,1,1767830399999,,,,
2026-01-08 00:00:00+00:00,0.12355,0.12424,0.11784,0.12045,906494.0,90649400,10990964.3413,1,1767916799999,,,,
2026-01-09 00:00:00+00:00,0.12045,0.12341,0.118,0.12023,1089710.3,108971030,13069003.9196,1,1768003199999,,,,
2026-01-10 00:00:00+00:00,0.12023,0.1209,0.11712,0.11773,371385.7,37138570,4422972.9375,1,1768089599999,,,,
2026-01-11 00:00:00+00:00,0.11773,0.11914,0.1156,0.11724,744146.9,74414690,8743427.3156,1,1768175999999,,,,
2026-01-12 00:00:00+00:00,0.11723,0.12035,0.11341,0.11496,1238948.7,123894870,14468585.4624,1,1768262399999,,,,
2026-01-13 00:00:00+00:00,0.11495,0.12403,0.11452,0.12224,1339590.7,133959070,15890644.418,1,1768348799999,,,,
2026-01-14 00:00:00+00:00,0.12225,0.12891,0.12184,0.12329,1808467.6,180846760,22586621.1529,1,1768435199999,,,,
2026-01-15 00:00:00+00:00,0.1233,0.1234,0.11612,0.1177,1128855.0,112885500,13530561.2887,1,1768521599999,,,,
2026-01-16 00:00:00+00:00,0.11771,0.11978,0.11435,0.11855,1032089.0,103208900,12070224.1751,1,1768607999999,,,,
2026-01-17 00:00:00+00:00,0.11855,0.1208,0.11767,0.11881,597137.7,59713770,7105470.9601,1,1768694399999,,,,
2026-01-18 00:00:00+00:00,0.11881,0.11928,0.11151,0.11166,678438.7,67843870,7902549.7492,1,1768780799999,,,,
2026-01-19 00:00:00+00:00,0.11165,0.11245,0.10257,0.11083,2014011.6,201401160,21799016.3637,1,1768867199999,,,,
2026-01-20 00:00:00+00:00,0.11083,0.11127,0.10371,0.10555,1195996.9,119599690,12861524.717,1,1768953599999,,,,
2026-01-21 00:00:00+00:00,0.10555,0.11153,0.10528,0.10921,1737130.0,173713000,18885446.2822,1,1769039999999,,,,
2026-01-22 00:00:00+00:00,0.10921,0.11124,0.10673,0.10811,798363.8,79836380,8713324.9619,1,1769126399999,,,,
2026-01-23 00:00:00+00:00,0.10809,0.1126,0.10752,0.10939,1026818.3,102681830,11262591.3316,1,1769212799999,,,,
2026-01-24 00:00:00+00:00,0.10938,0.10987,0.10734,0.10839,313724.1,31372410,3404363.9275,1,1769299199999,,,,
2026-01-25 00:00:00+00:00,0.10839,0.10867,0.10099,0.10319,961419.3,96141930,10084140.7862,1,1769385599999,,,,
2026-01-26 00:00:00+00:00,0.1032,0.10795,0.10305,0.10655,999817.5,99981750,10613869.2514,1,1769471999999,,,,
2026-01-27 00:00:00+00:00,0.10654,0.1086,0.10456,0.10812,739650.1,73965010,7882428.6639,1,1769558399999,,,,
2026-01-28 00:00:00+00:00,0.10812,0.10901,0.10608,0.10703,689455.7,68945570,7402923.464,1,1769644799999,,,,
2026-01-29 00:00:00+00:00,0.10703,0.10731,0.09862,0.10106,1213526.0,121352600,12366742.1331,1,1769731199999,,,,
2026-01-30 00:00:00+00:00,0.10105,0.10154,0.09663,0.09867,1515090.5,151509050,15000960.9172,1,1769817599999,,,,
2026-01-31 00:00:00+00:00,0.09868,0.09874,0.08367,0.09282,3021325.8,302132580,27153781.8778,1,1769903999999,,,,
2026-02-01 00:00:00+00:00,0.09283,0.09339,0.08676,0.08848,1477775.8,147777580,13354306.6504,1,1769990399999,,,,
2026-02-02 00:00:00+00:00,0.08847,0.09576,0.08602,0.09315,1872159.0,187215900,17035699.883,1,1770076799999,,,,
2026-02-03 00:00:00+00:00,0.09314,0.09448,0.0873,0.09064,2028593.8,202859380,18493348.9269,1,1770163199999,,,,
2026-02-04 00:00:00+00:00,0.09064,0.09353,0.08821,0.0894,2576686.7,257668670,23347444.7758,1,1770249599999,,,,
2026-02-05 00:00:00+00:00,0.08939,0.09011,0.07579,0.07803,3615455.2,361545520,29839140.6331,1,1770335999999,,,,
2026-02-06 00:00:00+00:00,0.07803,0.09808,0.07206,0.0912,5611332.7,561133270,46952300.6259,1,1770422399999,,,,
2026-02-07 00:00:00+00:00,0.0912,0.0916,0.08657,0.0899,2285981.3,228598130,20423978.3326,1,1770508799999,,,,
2026-02-08 00:00:00+00:00,0.08991,0.09596,0.08876,0.09112,1201425.9,120142590,11074659.3038,1,1770595199999,,,,
2026-02-09 00:00:00+00:00,0.09112,0.09383,0.08775,0.09202,1421666.0,142166600,12947988.5063,1,1770681599999,,,,
2026-02-10 00:00:00+00:00,0.09202,0.09325,0.08931,0.09068,892966.7,89296670,8123579.4156,1,1770767999999,,,,
2026-02-11 00:00:00+00:00,0.09069,0.09118,0.08713,0.08902,1266647.2,126664720,11276128.3836,1,1770854399999,,,,
2026-02-12 00:00:00+00:00,0.08905,0.0966,0.08905,0.09311,1434503.1,143450310,13322843.5046,1,1770940799999,,,,
2026-02-13 00:00:00+00:00,0.0931,0.0989,0.09145,0.09875,988558.5,98855850,9354688.1565,1,1771027199999,,,,
2026-02-14 00:00:00+00:00,0.09875,0.10752,0.09872,0.1038,2345197.0,234519700,24260393.0047,1,1771113599999,,,,
2026-02-15 00:00:00+00:00,0.10379,0.10648,0.09792,0.10023,1409292.2,140929220,14396597.1891,1,1771199999999,,,,
2026-02-16 00:00:00+00:00,0.10024,0.10265,0.09852,0.10159,859512.4,85951240,8642987.3916,1,1771286399999,,,,
2026-02-17 00:00:00+00:00,0.10159,0.10348,0.09919,0.10202,732070.7,73207070,7393866.8642,1,1771372799999,,,,
2026-02-18 00:00:00+00:00,0.10202,0.1026,0.09869,0.09903,751614.6,75161460,7567819.3148,1,1771459199999,,,,
2026-02-19 00:00:00+00:00,0.09903,0.09969,0.09586,0.09757,700571.8,70057180,6837684.1988,1,1771545599999,,,,
2026-02-20 00:00:00+00:00,0.09757,0.10142,0.09688,0.09967,766883.0,76688300,7607073.5014,1,1771631999999,,,,
2026-02-21 00:00:00+00:00,0.09967,0.10148,0.09869,0.09969,481252.3,48125230,4817534.1896,1,1771718399999,,,,
2026-02-22 00:00:00+00:00,0.09968,0.09974,0.09645,0.09815,429718.4,42971840,4204420.7865,1,1771804799999,,,,
2026-02-23 00:00:00+00:00,0.09815,0.09833,0.09319,0.09486,1004332.6,100433260,9556563.529,1,1771891199999,,,,
2026-02-24 00:00:00+00:00,0.09486,0.09641,0.09267,0.09492,625958.9,62595890,5904466.1121,1,1771977599999,,,,
2026-02-25 00:00:00+00:00,0.09492,0.10688,0.09477,0.10178,1543543.1,154354310,15570086.7344,1,1772063999999,,,,
2026-02-26 00:00:00+00:00,0.10176,0.10394,0.09913,0.10256,1091110.4,109111040,11107367.7327,1,1772150399999,,,,
2026-02-27 00:00:00+00:00,0.10257,0.10515,0.09834,0.10032,899016.6,89901660,9116006.8487,1,1772236799999,,,,
2026-02-28 00:00:00+00:00,0.10033,0.10138,0.09431,0.10013,1246182.8,124618280,12137622.6904,1,1772323199999,,,,
2026-03-01 00:00:00+00:00,0.10013,0.10329,0.09561,0.0969,1014211.5,101421150,10080573.2634,1,1772409599999,,,,
2026-03-02 00:00:00+00:00,0.09691,0.10287,0.09629,0.09797,1092180.1,109218010,10837643.8897,1,1772495999999,,,,
2026-03-03 00:00:00+00:00,0.09797,0.09822,0.09422,0.09689,1021894.0,102189400,9823949.1222,1,1772582399999,,,,
2026-03-04 00:00:00+00:00,0.09689,0.10409,0.09666,0.10108,1761269.2,176126920,17700262.3709,1,1772668799999,,,,
2026-03-05 00:00:00+00:00,0.10109,0.10158,0.09803,0.09953,1028370.5,102837050,10311239.88,1,1772755199999,,,,
2026-03-06 00:00:00+00:00,0.09953,0.1008,0.09609,0.09747,613701.3,61370130,6027379.6409,1,1772841599999,,,,
2026-03-07 00:00:00+00:00,0.09747,0.09797,0.09505,0.09573,386925.0,38692500,3730874.7741,1,1772927999999,,,,
2026-03-08 00:00:00+00:00,0.09574,0.09664,0.09285,0.09384,616660.3,61666030,5840179.4638,1,1773014399999,,,,
2026-03-09 00:00:00+00:00,0.09385,0.09663,0.09366,0.09424,818166.5,81816650,7773090.5193,1,1773100799999,,,,
2026-03-10 00:00:00+00:00,0.09424,0.09889,0.09413,0.09509,996259.5,99625950,9598996.7487,1,1773187199999,,,,
2026-03-11 00:00:00+00:00,0.09509,0.09612,0.09321,0.09416,814415.7,81441570,7684943.4129,1,1773273599999,,,,
2026-03-12 00:00:00+00:00,0.09416,0.09534,0.09301,0.09475,649800.6,64980060,6115238.5776,1,1773359999999,,,,
2026-03-13 00:00:00+00:00,0.09474,0.09986,0.09446,0.09503,1192873.9,119287390,11564324.2569,1,1773446399999,,,,
2026-03-14 00:00:00+00:00,0.09503,0.09523,0.09121,0.09348,704365.3,70436530,6544463.8346,1,1773532799999,,,,
2026-03-15 00:00:00+00:00,0.09347,0.09711,0.09288,0.09623,1010126.7,101012670,9645175.2818,1,1773619199999,,,,
2026-03-16 00:00:00+00:00,0.09622,0.10095,0.09537,0.10021,1647835.4,164783540,16220828.0382,1,1773705599999,,,,
2026-03-17 00:00:00+00:00,0.10022,0.10154,0.09771,0.09864,956882.1,95688210,9498646.4227,1,1773791999999,,,,
2026-03-18 00:00:00+00:00,0.09865,0.10077,0.09443,0.09571,986239.9,98623990,9590186.8785,1,1773878399999,,,,
2026-03-19 00:00:00+00:00,0.09571,0.09643,0.09135,0.09281,722883.7,72288370,6763051.9349,1,1773964799999,,,,
2026-03-20 00:00:00+00:00,0.09281,0.09474,0.09214,0.09308,458837.9,45883790,4279588.7972,1,1774051199999,,,,
2026-03-21 00:00:00+00:00,0.09308,0.09366,0.0911,0.09149,362587.3,36258730,3356773.8142,1,1774137599999,,,,
2026-03-22 00:00:00+00:00,0.09148,0.09222,0.08797,0.08914,746494.4,74649440,6715258.3376,1,1774223999999,,,,
2026-03-23 00:00:00+00:00,0.08914,0.09513,0.08868,0.09316,1621633.6,162163360,14964953.1998,1,1774310399999,,,,
2026-03-24 00:00:00+00:00,0.09314,0.09446,0.09161,0.09414,711327.5,71132750,6622558.1568,1,1774396799999,,,,
2026-03-25 00:00:00+00:00,0.09414,0.09583,0.09382,0.09464,488739.5,48873950,4634268.0661,1,1774483199999,,,,
2026-03-26 00:00:00+00:00,0.09465,0.09468,0.09041,0.09106,791141.7,79114170,7252375.1516,1,1774569599999,,,,
2026-03-27 00:00:00+00:00,0.09107,0.09168,0.08848,0.08904,697874.9,69787490,6257838.7859,1,1774655999999,,,,
2026-03-28 00:00:00+00:00,0.08905,0.09188,0.08828,0.08977,575111.8,57511180,5190436.157,1,1774742399999,,,,
2026-03-29 00:00:00+00:00,0.08978,0.09036,0.08601,0.08799,579984.9,57998490,5133709.5505,1,1774828799999,,,,
2026-03-30 00:00:00+00:00,0.08799,0.09092,0.0869,0.08718,659178.2,65917820,5865973.1212,1,1774915199999,,,,
2026-03-31 00:00:00+00:00,0.08719,0.08838,0.08348,0.08758,1353419.9,135341990,11609984.7017,1,1775001599999,,,,
2026-04-01 00:00:00+00:00,0.08758,0.09121,0.08742,0.0884,985625.3,98562530,8818790.2402,1,1775087999999,,,,
2026-04-02 00:00:00+00:00,0.0884,0.0895,0.0848,0.08794,931159.5,93115950,8093064.1731,1,1775174399999,,,,
2026-04-03 00:00:00+00:00,0.08795,0.0903,0.08718,0.08765,690732.2,69073220,6115330.82,1,1775260799999,,,,
2026-04-04 00:00:00+00:00,0.08765,0.08781,0.08662,0.08743,497588.8,49758880,4342601.7464,1,1775347199999,,,,
2026-04-05 00:00:00+00:00,0.08743,0.08813,0.08596,0.08796,464696.1,46469610,4043350.9089,1,1775433599999,,,,
2026-04-06 00:00:00+00:00,0.08796,0.0901,0.08686,0.08734,687696.9,68769690,6102802.4699,1,1775519999999,,,,
2026-04-07 00:00:00+00:00,0.08733,0.09285,0.08574,0.09181,984744.6,98474460,8738983.7612,1,1775606399999,,,,
2026-04-08 00:00:00+00:00,0.09182,0.09482,0.08842,0.08894,1336783.1,133678310,12285416.7944,1,1775692799999,,,,
2026-04-09 00:00:00+00:00,0.08893,0.09164,0.08758,0.08932,871127.6,87112760,7793224.9851,1,1775779199999,,,,
2026-04-10 00:00:00+00:00,0.08931,0.09043,0.08767,0.08945,744829.4,74482940,6634155.9353,1,1775865599999,,,,
2026-04-11 00:00:00+00:00,0.08945,0.08978,0.0878,0.08824,427742.4,42774240,3787815.0152,1,1775951999999,,,,
2026-04-12 00:00:00+00:00,0.08824,0.08853,0.08497,0.08509,559198.1,55919810,4832277.6449,1,1776038399999,,,,
